Zeta Zeros,#FF00FF
0.5,20908.873942958
0.5,20909.349326571
0.5,20910.941635820
0.5,20911.177172149
0.5,20911.851628684
0.5,20912.823678223
0.5,20913.871959073
0.5,20914.359580774
0.5,20915.600774769
0.5,20915.998761211
0.5,20916.562123130
0.5,20917.692255401
0.5,20918.330625658
0.5,20918.825243068
0.5,20919.407191248
0.5,20920.201802246
0.5,20921.757953119
0.5,20922.288811582
0.5,20923.377822572
0.5,20923.720603654
0.5,20924.419371747
0.5,20925.193974644
0.5,20925.872687323
0.5,20926.980809597
0.5,20927.522000448
0.5,20928.268754398
0.5,20928.871439126
0.5,20929.758366741
0.5,20930.803899423
0.5,20931.460085066
0.5,20932.181522433
0.5,20933.357510249
0.5,20934.126394816
0.5,20934.654789593
0.5,20935.287506694
0.5,20935.690873576
0.5,20936.649606792
0.5,20937.556827932
0.5,20938.292157321
0.5,20939.112297482
0.5,20940.438295446
0.5,20940.672608259
0.5,20941.766285169
0.5,20942.275573286
0.5,20943.058076732
0.5,20943.712626792
0.5,20944.801550035
0.5,20945.534670899
0.5,20945.888507418
0.5,20946.936265456
0.5,20947.626628096
0.5,20947.803107654
0.5,20949.722680413
0.5,20950.391324108
0.5,20951.142517788
0.5,20951.394647488
0.5,20952.439773244
0.5,20953.255310344
0.5,20953.857265842
0.5,20954.252442751
0.5,20955.429576607
0.5,20956.007661475
0.5,20957.122371093
0.5,20958.180836761
0.5,20958.264116222
0.5,20959.426560357
0.5,20960.189399780
0.5,20960.943890406
0.5,20961.845711720
0.5,20962.673612753
0.5,20963.099336748
0.5,20963.719067026
0.5,20964.577216685
0.5,20965.226223397
0.5,20966.189499112
0.5,20967.214521772
0.5,20968.026770136
0.5,20969.225602767
0.5,20969.419868901
0.5,20970.146395508
0.5,20970.876231726
0.5,20971.325673670
0.5,20972.611119406
0.5,20973.420512673
0.5,20974.035068048
0.5,20974.397236188
0.5,20975.522174607
0.5,20976.516223174
0.5,20977.331159631
0.5,20977.830273389
0.5,20979.121592623
0.5,20979.548852331
0.5,20980.253741426
0.5,20980.964364854
0.5,20981.868807371
0.5,20982.236909366
0.5,20982.811772254
0.5,20984.069554711
0.5,20985.220756138
0.5,20985.949852492
0.5,20986.517071474
0.5,20987.336811032
0.5,20987.719681518
0.5,20989.085118791
0.5,20989.533572985
0.5,20990.107798098
0.5,20991.011528557
0.5,20991.942092641
0.5,20992.594841840
0.5,20992.992383098
0.5,20994.085589239
0.5,20995.041821948
0.5,20996.302941799
0.5,20996.592091708
0.5,20997.485450850
0.5,20998.035819601
0.5,20998.630311393
0.5,20999.512715929
0.5,21000.100676071
0.5,21001.009721883
0.5,21002.073619787
0.5,21002.474312687
0.5,21003.623782493
0.5,21004.577148699
0.5,21005.172425883
0.5,21005.644016384
0.5,21006.428746861
0.5,21007.644295983
0.5,21008.232799282
0.5,21009.035916420
0.5,21009.476969259
0.5,21009.862150677
0.5,21011.099192009
0.5,21011.849713129
0.5,21013.261822964
0.5,21013.681071985
0.5,21014.351977476
0.5,21015.550097853
0.5,21015.716798435
0.5,21016.515427142
0.5,21017.131966228
0.5,21018.228525505
0.5,21018.768870237
0.5,21019.721017334
0.5,21020.485031957
0.5,21021.411783688
0.5,21021.937153730
0.5,21022.748578939
0.5,21024.135998747
0.5,21024.430941193
0.5,21025.210603512
0.5,21026.026610312
0.5,21026.468633535
0.5,21027.380938997
0.5,21028.228098361
0.5,21028.608252350
0.5,21029.456223281
0.5,21031.240978471
0.5,21031.611816758
0.5,21032.076523394
0.5,21033.030739055
0.5,21033.607303074
0.5,21034.271060872
0.5,21035.218430066
0.5,21036.157675695
0.5,21036.640216451
0.5,21037.612835950
0.5,21037.832708309
0.5,21039.050997137
0.5,21039.917993030
0.5,21040.846318495
0.5,21041.555375912
0.5,21042.304397696
0.5,21043.253043708
0.5,21043.864270459
0.5,21044.365494077
0.5,21045.036758468
0.5,21045.531794890
0.5,21046.855282564
0.5,21047.775248187
0.5,21048.286676389
0.5,21049.327305343
0.5,21050.141485193
0.5,21050.770703643
0.5,21051.474553908
0.5,21052.157927616
0.5,21053.198520957
0.5,21053.778231864
0.5,21054.508985784
0.5,21055.380358779
0.5,21055.843289114
0.5,21056.461444187
0.5,21057.710454424
0.5,21058.662279184
0.5,21059.725048959
0.5,21060.296752916
0.5,21060.747429008
0.5,21061.155486690
0.5,21062.485187424
0.5,21062.893469326
0.5,21063.755904399
0.5,21064.401946497
0.5,21065.338840565
0.5,21066.216869791
0.5,21067.317895319
0.5,21067.673579060
0.5,21068.393211301
0.5,21069.312846159
0.5,21070.401767603
0.5,21071.156360096
0.5,21071.321104692
0.5,21072.286782514
0.5,21073.118211978
0.5,21073.515816330
0.5,21074.310976516
0.5,21075.810836525
0.5,21076.302483408
0.5,21077.353387045
0.5,21077.881463010
0.5,21078.764940576
0.5,21079.309594636
0.5,21080.084389744
0.5,21080.413714788
0.5,21081.855261554
0.5,21082.555015273
0.5,21083.014017778
0.5,21083.868870116
0.5,21084.450170899
0.5,21085.784451052
0.5,21086.546608718
0.5,21087.178734105
0.5,21088.016788366
0.5,21088.665055952
0.5,21089.634932726
0.5,21090.004736334
0.5,21090.600614475
0.5,21091.597341571
0.5,21092.118678924
0.5,21093.302674624
0.5,21094.498862155
0.5,21094.995783329
0.5,21095.762999933
0.5,21096.143043310
0.5,21097.225529156
0.5,21097.778808570
0.5,21099.052769550
0.5,21099.437499701
0.5,21099.964052126
0.5,21100.728101158
0.5,21101.830392179
0.5,21102.483075154
0.5,21103.054697210
0.5,21104.486865654
0.5,21105.231875740
0.5,21105.834227987
0.5,21106.579810320
0.5,21107.042940419
0.5,21107.859789579
0.5,21108.359245351
0.5,21109.665294185
0.5,21109.998009835
0.5,21111.109516345
0.5,21111.907662657
0.5,21112.722738954
0.5,21113.535725156
0.5,21114.240640917
0.5,21114.941401832
0.5,21115.886061116
0.5,21116.300139192
0.5,21117.659777692
0.5,21117.989246562
0.5,21118.442606121
0.5,21119.288799242
0.5,21119.875413004
0.5,21121.649954760
0.5,21122.100816389
0.5,21122.949366451
0.5,21123.355850029
0.5,21124.591680870
0.5,21124.746205206
0.5,21125.721463402
0.5,21126.393188127
0.5,21127.091613095
0.5,21128.209197863
0.5,21128.841327068
0.5,21129.409387533
0.5,21130.599178961
0.5,21131.336854075
0.5,21131.722946981
0.5,21133.091624204
0.5,21133.907975204
0.5,21134.287650987
0.5,21134.865970970
0.5,21135.717710744
0.5,21136.325541662
0.5,21137.284822440
0.5,21137.852569869
0.5,21138.983196567
0.5,21139.927707181
0.5,21140.891892386
0.5,21141.488829886
0.5,21142.111158533
0.5,21142.234084978
0.5,21143.701132349
0.5,21144.433007485
0.5,21145.052539342
0.5,21145.889923525
0.5,21146.514232194
0.5,21147.074572513
0.5,21148.200736845
0.5,21149.108493153
0.5,21150.044336267
0.5,21150.702328415
0.5,21151.504680488
0.5,21152.029046706
0.5,21153.026333710
0.5,21153.412185102
0.5,21154.340660795
0.5,21154.530029271
0.5,21155.963201228
0.5,21156.947780258
0.5,21157.731801898
0.5,21158.218958998
0.5,21158.998114424
0.5,21160.114269275
0.5,21160.510021282
0.5,21161.414760658
0.5,21162.134791299
0.5,21162.965871485
0.5,21163.569626814
0.5,21164.344812973
0.5,21164.932795821
0.5,21165.707765434
0.5,21166.926643106
0.5,21168.078920283
0.5,21168.468450762
0.5,21169.236475780
0.5,21169.994548250
0.5,21170.493280546
0.5,21171.076798858
0.5,21172.089195902
0.5,21173.166035476
0.5,21173.748087501
0.5,21173.933818987
0.5,21175.713325280
0.5,21176.082294145
0.5,21176.844200724
0.5,21177.702408786
0.5,21178.265655081
0.5,21179.523369451
0.5,21180.164759880
0.5,21180.602358424
0.5,21181.221146042
0.5,21181.943429183
0.5,21182.745148473
0.5,21183.656580772
0.5,21184.776169540
0.5,21185.734302802
0.5,21186.344525441
0.5,21186.789532688
0.5,21187.765012032
0.5,21188.532120059
0.5,21188.945844474
0.5,21189.847355094
0.5,21190.830673849
0.5,21191.397679055
0.5,21192.457786158
0.5,21192.783298733
0.5,21193.674343388
0.5,21194.699079331
0.5,21195.941894256
0.5,21196.253848943
0.5,21197.048171872
0.5,21197.706919412
0.5,21198.316461256
0.5,21199.495379434
0.5,21199.727762023
0.5,21200.253770517
0.5,21201.584270339
0.5,21202.481259891
0.5,21203.465382472
0.5,21204.042160630
0.5,21204.871511787
0.5,21205.279331975
0.5,21206.060423988
0.5,21207.178896587
0.5,21207.923156343
0.5,21208.479236120
0.5,21209.234394352
0.5,21209.773590190
0.5,21210.538136142
0.5,21211.778644354
0.5,21212.669682000
0.5,21213.087249686
0.5,21214.432230631
0.5,21214.946503866
0.5,21215.585775693
0.5,21216.083868638
0.5,21216.715059711
0.5,21217.680970681
0.5,21218.452442795
0.5,21219.518263743
0.5,21220.047030027
0.5,21220.882041193
0.5,21222.002343542
0.5,21222.533162906
0.5,21223.092913009
0.5,21224.310034722
0.5,21224.801180848
0.5,21225.591440953
0.5,21226.255310158
0.5,21227.071497835
0.5,21227.815899517
0.5,21228.166620474
0.5,21229.074612952
0.5,21230.801147568
0.5,21231.314509644
0.5,21231.859927625
0.5,21232.480730485
0.5,21233.249850034
0.5,21233.995812862
0.5,21234.864172070
0.5,21235.448739730
0.5,21236.304087062
0.5,21236.986019606
0.5,21238.029330090
0.5,21238.569446714
0.5,21239.765380314
0.5,21239.969827477
0.5,21241.310787734
0.5,21242.072178129
0.5,21242.539914425
0.5,21243.642189242
0.5,21244.136785562
0.5,21244.422898101
0.5,21245.269907612
0.5,21246.471292880
0.5,21246.970957893
0.5,21248.439301772
0.5,21248.661037837
0.5,21249.900465853
0.5,21250.365254453
0.5,21251.276856183
0.5,21251.519673288
0.5,21252.382881498
0.5,21253.694302492
0.5,21254.279837014
0.5,21254.813203132
0.5,21255.267354907
0.5,21256.359594098
0.5,21257.256309995
0.5,21258.219239993
0.5,21259.171750232
0.5,21259.806962711
0.5,21260.291334215
0.5,21261.238348883
0.5,21261.921061949
0.5,21262.337683109
0.5,21263.315413649
0.5,21263.946970845
0.5,21264.837961009
0.5,21266.064016596
0.5,21266.846305986
0.5,21267.346443585
0.5,21267.937730793
0.5,21268.802547204
0.5,21269.965045838
0.5,21270.482072730
0.5,21271.198543510
0.5,21271.683883817
0.5,21272.702454735
0.5,21273.395564051
0.5,21273.903117893
0.5,21274.868821827
0.5,21276.251130152
0.5,21276.728841369
0.5,21277.839758238
0.5,21278.195321080
0.5,21278.675979982
0.5,21279.705925647
0.5,21280.163116868
0.5,21281.052274210
0.5,21282.166741091
0.5,21282.654650244
0.5,21283.470840418
0.5,21284.145625144
0.5,21285.418902291
0.5,21286.115819515
0.5,21286.468041248
0.5,21287.450378621
0.5,21288.508315003
0.5,21289.004284867
0.5,21289.644678688
0.5,21290.516874451
0.5,21290.812333296
0.5,21291.510221849
0.5,21293.210221401
0.5,21293.726298309
0.5,21294.537148654
0.5,21295.457781099
0.5,21295.849968037
0.5,21296.762598280
0.5,21297.243073375
0.5,21298.256261574
0.5,21299.013967128
0.5,21299.628496509
0.5,21300.502225147
0.5,21301.182664148
0.5,21302.222835788
0.5,21302.579935200
0.5,21303.819204501
0.5,21304.641708498
0.5,21305.748304943
0.5,21306.017681671
0.5,21306.497373533
0.5,21307.279066906
0.5,21308.368429774
0.5,21308.681271995
0.5,21309.753150404
0.5,21310.317364589
0.5,21311.649196829
0.5,21312.678218865
0.5,21312.854320801
0.5,21313.613154200
0.5,21314.552962680
0.5,21315.073495978
0.5,21316.129090126
0.5,21316.940531171
0.5,21317.558586329
0.5,21318.115802492
0.5,21318.768195199
0.5,21319.621217417
0.5,21320.702910827
0.5,21321.863258640
0.5,21322.462875524
0.5,21322.878618390
0.5,21323.881417002
0.5,21324.943978943
0.5,21324.995623237
0.5,21325.683596747
0.5,21326.461178001
0.5,21327.802513431
0.5,21328.346131359
0.5,21329.060502579
0.5,21330.233847154
0.5,21330.494362016
0.5,21331.654577321
0.5,21332.318287924
0.5,21333.180994197
0.5,21333.755990000
0.5,21334.723159787
0.5,21335.223524604
0.5,21335.914144222
0.5,21336.573745470
0.5,21337.496418369
0.5,21338.193913172
0.5,21339.674206509
0.5,21340.343848347
0.5,21340.895878217
0.5,21341.603632114
0.5,21342.074308103
0.5,21342.793881846
0.5,21344.018524480
0.5,21344.598374669
0.5,21345.187576350
0.5,21346.049293397
0.5,21346.698474390
0.5,21347.975576573
0.5,21348.500867166
0.5,21349.115096935
0.5,21350.223203543
0.5,21351.176124483
0.5,21351.617720394
0.5,21352.311832349
0.5,21353.089935343
0.5,21353.502187833
0.5,21354.522856292
0.5,21354.948118791
0.5,21356.540171195
0.5,21357.218277591
0.5,21357.712808633
0.5,21358.708223983
0.5,21359.456823577
0.5,21360.017644835
0.5,21360.683914229
0.5,21361.768057775
0.5,21362.088760808
0.5,21363.347332912
0.5,21363.998530867
0.5,21364.380444609
0.5,21364.968753771
0.5,21366.472790322
0.5,21367.306160165
0.5,21368.145818942
0.5,21368.556520285
0.5,21369.498720471
0.5,21370.090274730
0.5,21370.642119420
0.5,21371.629852126
0.5,21372.094715990
0.5,21373.039164139
0.5,21373.950249899
0.5,21374.907386791
0.5,21375.708090253
0.5,21376.521513628
0.5,21377.041659920
0.5,21377.515507519
0.5,21378.946894419
0.5,21379.524281987
0.5,21380.315711741
0.5,21380.652863004
0.5,21381.304144066
0.5,21382.416850870
0.5,21382.974836521
0.5,21384.089656006
0.5,21384.946676700
0.5,21385.978437012
0.5,21386.588463003
0.5,21387.079587628
0.5,21387.845920679
0.5,21388.543596550
0.5,21389.009971658
0.5,21390.412024951
0.5,21390.804359185
0.5,21391.682737798
0.5,21392.404707205
0.5,21393.502307408
0.5,21393.852749716
0.5,21395.085186159
0.5,21395.871297119
0.5,21396.410324310
0.5,21397.079042510
0.5,21398.030108657
0.5,21398.795160775
0.5,21399.210626516
0.5,21399.873161723
0.5,21400.552917689
0.5,21402.014745942
0.5,21403.046572411
0.5,21403.602229212
0.5,21403.981563485
0.5,21404.793324168
0.5,21405.789760903
0.5,21406.474678401
0.5,21406.834468038
0.5,21408.245812855
0.5,21408.640059487
0.5,21409.140709051
0.5,21410.333963475
0.5,21410.874581262
0.5,21411.974030815
0.5,21412.594263479
0.5,21413.677096935
0.5,21414.469876517
0.5,21415.040461216
0.5,21415.619609102
0.5,21416.235415699
0.5,21416.879634593
0.5,21417.826316005
0.5,21418.918334571
0.5,21419.336092446
0.5,21420.392532231
0.5,21421.534507635
0.5,21421.956629503
0.5,21422.749545611
0.5,21423.134814600
0.5,21424.176399127
0.5,21425.195037403
0.5,21425.805443397
0.5,21426.335266300
0.5,21427.117777767
0.5,21427.855488982
0.5,21428.371021205
0.5,21429.880072564
0.5,21430.745223032
0.5,21431.267865416
0.5,21432.148163653
0.5,21432.652837443
0.5,21433.321533612
0.5,21434.267871211
0.5,21434.921533088
0.5,21435.355400449
0.5,21436.377889330
0.5,21437.549210435
0.5,21438.220931119
0.5,21438.752140391
0.5,21439.685597346
0.5,21440.425395250
0.5,21441.337029456
0.5,21442.202022970
0.5,21442.903352136
0.5,21443.179975826
0.5,21444.312300498
0.5,21444.818646150
0.5,21445.623014971
0.5,21446.142018293
0.5,21447.564249479
0.5,21448.595760926
0.5,21448.877177841
0.5,21450.076895407
0.5,21450.577367044
0.5,21450.914581078
0.5,21451.704621520
0.5,21452.759734982
0.5,21453.775053542
0.5,21454.132309035
0.5,21455.054293075
0.5,21455.377511691
0.5,21456.896095841
0.5,21457.533810906
0.5,21458.135258182
0.5,21459.163758128
0.5,21459.788044621
0.5,21460.782199541
0.5,21461.285429018
0.5,21461.863524010
0.5,21462.381700242
0.5,21463.298772953
0.5,21464.234388833
0.5,21465.180188851
0.5,21466.409260091
0.5,21466.700988674
0.5,21467.406704515
0.5,21468.287781570
0.5,21468.895733424
0.5,21469.893653292
0.5,21470.510447970
0.5,21471.087260707
0.5,21472.299297402
0.5,21472.513923583
0.5,21473.452791730
0.5,21474.350028945
0.5,21474.852688925
0.5,21476.640691347
0.5,21477.047535324
0.5,21477.388362837
0.5,21478.236627764
0.5,21478.904693557
0.5,21479.932797201
0.5,21480.090450700
0.5,21481.270461799
0.5,21481.954438297
0.5,21482.814168896
0.5,21483.843173073
0.5,21484.642355046
0.5,21485.339847623
0.5,21485.789510947
0.5,21486.903129694
0.5,21487.404822627
0.5,21488.706516115
0.5,21488.924444201
0.5,21489.880077523
0.5,21490.267217216
0.5,21490.811671385
0.5,21492.148951045
0.5,21493.188259508
0.5,21493.878915718
0.5,21494.608258382
0.5,21495.411921126
0.5,21496.271769818
0.5,21496.681279330
0.5,21497.215353881
0.5,21498.130387192
0.5,21499.066464775
0.5,21500.017084001
0.5,21500.439244193
0.5,21501.339166485
0.5,21502.210393060
0.5,21503.011391024
0.5,21503.891025120
0.5,21504.570333853
0.5,21505.790185476
0.5,21505.907630822
0.5,21506.629846360
0.5,21507.421563839
0.5,21508.510576225
0.5,21508.742708918
0.5,21509.390618955
0.5,21510.946456363
0.5,21511.838040295
0.5,21512.520546494
0.5,21513.100524123
0.5,21513.544675236
0.5,21514.411821759
0.5,21515.331549761
0.5,21516.289611563
0.5,21516.807994052
0.5,21517.259929032
0.5,21518.419977471
0.5,21519.045587450
0.5,21519.725553931
0.5,21520.941495784
0.5,21521.639818620
0.5,21522.394966036
0.5,21523.316268828
0.5,21524.039370096
0.5,21524.319231858
0.5,21525.326117142
0.5,21525.688998143
0.5,21526.561779243
0.5,21527.768506241
0.5,21528.582511082
0.5,21529.174019560
0.5,21530.118403187
0.5,21530.911856556
0.5,21531.607915708
0.5,21532.461579097
0.5,21532.690339848
0.5,21534.051648830
0.5,21534.690851734
0.5,21535.363717685
0.5,21535.881166187
0.5,21536.574384370
0.5,21537.420819460
0.5,21538.799085234
0.5,21539.505220545
0.5,21540.327951945
0.5,21541.022850490
0.5,21541.277900207
0.5,21542.449509628
0.5,21542.868647113
0.5,21543.677909900
0.5,21544.612238158
0.5,21545.350732596
0.5,21545.883139930
0.5,21547.423566294
0.5,21547.743281391
0.5,21548.567550912
0.5,21548.932062209
0.5,21550.585443362
0.5,21550.890605976
0.5,21551.629534940
0.5,21552.316877642
0.5,21553.000530792
0.5,21553.501371292
0.5,21554.659528772
0.5,21555.101722901
0.5,21556.371357575
0.5,21557.315935564
0.5,21558.193620246
0.5,21558.487959311
0.5,21559.281036498
0.5,21560.193275833
0.5,21560.514428175
0.5,21561.511491000
0.5,21562.454184703
0.5,21563.308607840
0.5,21563.782559562
0.5,21564.331812348
0.5,21565.502513885
0.5,21566.445536929
0.5,21567.247916612
0.5,21568.072167172
0.5,21568.480032889
0.5,21569.412867520
0.5,21570.311938391
0.5,21570.806177691
0.5,21571.214055975
0.5,21572.059252583
0.5,21573.032189476
0.5,21574.403466706
0.5,21574.922807777
0.5,21575.468242310
0.5,21576.657784461
0.5,21576.906983320
0.5,21577.623512044
0.5,21578.839071746
0.5,21579.400352673
0.5,21580.113367937
0.5,21580.696637481
0.5,21581.563847148
0.5,21582.295597410
0.5,21583.107177772
0.5,21584.053536113
0.5,21584.994213878
0.5,21585.980880271
0.5,21586.519515036
0.5,21587.213738988
0.5,21587.643608741
0.5,21588.162899044
0.5,21589.575759865
0.5,21589.985408684
0.5,21590.741173722
0.5,21591.720679258
0.5,21592.645312937
0.5,21593.385563754
0.5,21594.239887799
0.5,21594.777911566
0.5,21595.431348999
0.5,21596.700349653
0.5,21597.115711122
0.5,21597.873084064
0.5,21598.634526407
0.5,21599.251229994
0.5,21599.750490946
0.5,21600.669735660
0.5,21602.405219982
0.5,21602.695109595
0.5,21603.398783771
0.5,21604.023384851
0.5,21605.037913383
0.5,21605.573813763
0.5,21606.279408815
0.5,21606.878096111
0.5,21607.775551956
0.5,21608.941670055
0.5,21609.226528146
0.5,21610.307072045
0.5,21610.878913004
0.5,21611.846302682
0.5,21612.703236336
0.5,21613.691905850
0.5,21614.101303689
0.5,21615.021551499
0.5,21615.521801361
0.5,21616.253140991
0.5,21616.989486487
0.5,21617.565595412
0.5,21618.823491363
0.5,21619.327246991
0.5,21620.707085259
0.5,21621.446410251
0.5,21621.856807977
0.5,21622.446343181
0.5,21623.206516024
0.5,21624.013890335
0.5,21625.088064775
0.5,21625.845936378
0.5,21626.311916668
0.5,21626.731170616
0.5,21627.841978731
0.5,21629.048376088
0.5,21629.346901998
0.5,21630.586024570
0.5,21631.291056817
0.5,21632.091231896
0.5,21632.625185422
0.5,21633.262548865
0.5,21634.277693181
0.5,21634.439005245
0.5,21635.316999832
0.5,21636.699869769
0.5,21637.137226543
0.5,21638.375890552
0.5,21638.934075678
0.5,21639.299410600
0.5,21640.553460818
0.5,21641.177328646
0.5,21641.943139956
0.5,21642.544373371
0.5,21643.397070370
0.5,21644.169368674
0.5,21644.977212130
0.5,21645.323950150
0.5,21646.063622484
0.5,21647.736392827
0.5,21648.307042978
0.5,21649.145299245
0.5,21649.588258175
0.5,21650.419467642
0.5,21650.942926126
0.5,21651.787388260
0.5,21652.507175460
0.5,21653.452031393
0.5,21654.078745032
0.5,21654.889404199
0.5,21655.772067651
0.5,21656.760213854
0.5,21657.414144258
0.5,21658.027398722
0.5,21658.776298115
0.5,21659.932298747
0.5,21660.807388041
0.5,21661.107722434
0.5,21661.355851394
0.5,21662.624019975
0.5,21663.041222634
0.5,21664.208020891
0.5,21665.252883018
0.5,21666.053843840
0.5,21666.590160808
0.5,21667.754447707
0.5,21668.106027717
0.5,21668.598495518
0.5,21669.451856844
0.5,21670.531215526
0.5,21671.125091823
0.5,21671.835979727
0.5,21672.755464183
0.5,21673.309814262
0.5,21674.111334955
0.5,21675.143292731
0.5,21676.141815211
0.5,21676.973797444
0.5,21677.345564984
0.5,21678.012445762
0.5,21678.949578702
0.5,21679.554645459
0.5,21680.251208822
0.5,21681.004387006
0.5,21681.525087218
0.5,21683.292940652
0.5,21683.625303860
0.5,21684.611204224
0.5,21684.912425227
0.5,21685.796679465
0.5,21686.587303065
0.5,21687.611759109
0.5,21688.036395951
0.5,21689.039320264
0.5,21689.523650626
0.5,21690.310741304
0.5,21690.814197384
0.5,21692.206749261
0.5,21692.711658943
0.5,21693.892128004
0.5,21694.547413762
0.5,21695.276660736
0.5,21695.953854240
0.5,21696.703430925
0.5,21697.066077249
0.5,21697.698263146
0.5,21699.150551268
0.5,21699.719355696
0.5,21700.369289593
0.5,21701.163444363
0.5,21702.376173111
0.5,21703.068781292
0.5,21703.307029657
0.5,21704.479505870
0.5,21705.344079790
0.5,21705.733510537
0.5,21707.011454375
0.5,21707.201766004
0.5,21707.870393019
0.5,21708.629393969
0.5,21709.539514715
0.5,21710.773375334
0.5,21711.823617447
0.5,21712.207894797
0.5,21712.971907380
0.5,21713.328763272
0.5,21714.383585412
0.5,21715.197597610
0.5,21715.731264820
0.5,21716.674317060
0.5,21717.174869673
0.5,21718.323100420
0.5,21718.997628976
0.5,21719.845201222
0.5,21720.382296153
0.5,21721.462273967
0.5,21722.482367125
0.5,21723.054623694
0.5,21723.594665573
0.5,21724.304794229
0.5,21724.963580758
0.5,21725.809043214
0.5,21726.363764257
0.5,21727.310507351
0.5,21728.611672938
0.5,21729.107015009
0.5,21729.994414476
0.5,21730.770127758
0.5,21731.423222571
0.5,21731.987187607
0.5,21732.548810659
0.5,21733.903705462
0.5,21734.535718847
0.5,21735.066252416
0.5,21735.764914051
0.5,21736.389546780
0.5,21737.373147103
0.5,21738.816175833
0.5,21739.232179128
0.5,21739.686991202
0.5,21740.953886221
0.5,21741.523379715
0.5,21741.918935426
0.5,21742.871358418
0.5,21743.258266686
0.5,21744.279662798
0.5,21745.106196666
0.5,21746.115371884
0.5,21747.032897038
0.5,21747.669145343
0.5,21748.181110303
0.5,21749.148791593
0.5,21749.811451431
0.5,21750.911217966
0.5,21751.423475705
0.5,21752.158969551
0.5,21752.497211004
0.5,21753.749297450
0.5,21754.359217251
0.5,21754.788965419
0.5,21756.162723684
0.5,21757.222163213
0.5,21758.028211509
0.5,21758.269808333
0.5,21759.159281209
0.5,21759.529061820
0.5,21760.636150405
0.5,21761.226850617
0.5,21762.118856878
0.5,21763.165190621
0.5,21763.285727743
0.5,21764.555350273
0.5,21765.639893850
0.5,21765.779932025
0.5,21767.130357563
0.5,21767.478961093
0.5,21768.580654397
0.5,21769.110974857
0.5,21770.028624426
0.5,21770.646864817
0.5,21771.115447145
0.5,21771.518691310
0.5,21773.048352295
0.5,21774.173629255
0.5,21774.548883734
0.5,21775.527842488
0.5,21776.084693536
0.5,21776.874382443
0.5,21777.698901837
0.5,21778.137396746
0.5,21778.995566201
0.5,21779.917551070
0.5,21780.918740162
0.5,21781.150730667
0.5,21781.909528026
0.5,21783.278370235
0.5,21783.540066265
0.5,21784.770531764
0.5,21785.878451914
0.5,21786.066960065
0.5,21786.824330389
0.5,21787.528103186
0.5,21788.135623461
0.5,21789.085278768
0.5,21789.686367539
0.5,21790.556825262
0.5,21791.393735625
0.5,21792.770209977
0.5,21793.171223586
0.5,21793.881600692
0.5,21794.430889519
0.5,21795.070207006
0.5,21796.450570137
0.5,21797.014280328
0.5,21797.437498091
0.5,21798.384880982
0.5,21798.872152231
0.5,21799.716127199
0.5,21800.603555583
0.5,21801.674794772
0.5,21802.676777248
0.5,21803.178751779
0.5,21803.798580507
0.5,21804.887360564
0.5,21805.305498622
0.5,21805.751655428
0.5,21806.672142519
0.5,21807.486651726
0.5,21808.388686659
0.5,21809.533561316
0.5,21809.848976459
0.5,21810.594703027
0.5,21811.730860390
0.5,21812.476560270
0.5,21813.077706401
0.5,21813.862537321
0.5,21814.663255029
0.5,21815.397433506
0.5,21816.109621310
0.5,21816.607007260
0.5,21817.459136292
0.5,21818.009542716
0.5,21819.633491409
0.5,21820.372289955
0.5,21820.888126485
0.5,21821.631862117
0.5,21822.395103140
0.5,21822.904622419
0.5,21823.528142556
0.5,21824.907957070
0.5,21825.314790531
0.5,21825.914870228
0.5,21826.700259507
0.5,21827.751430447
0.5,21828.641267219
0.5,21829.265214177
0.5,21829.885065902
0.5,21831.144139287
0.5,21831.772183917
0.5,21832.565848492
0.5,21832.899344238
0.5,21833.577785525
0.5,21834.369445176
0.5,21835.177180266
0.5,21836.094304337
0.5,21837.046675285
0.5,21837.976292627
0.5,21838.726363112
0.5,21839.357190651
0.5,21839.954959829
0.5,21840.788302104
0.5,21841.646393489
0.5,21842.087059279
0.5,21843.289261107
0.5,21843.864002986
0.5,21844.510913418
0.5,21845.147498515
0.5,21845.854949485
0.5,21847.341840221
0.5,21847.965219351
0.5,21848.879261084
0.5,21849.419881641
0.5,21849.705594959
0.5,21851.071228994
0.5,21851.443544991
0.5,21852.230461375
0.5,21852.547180219
0.5,21854.068455949
0.5,21854.607957361
0.5,21855.620187530
0.5,21856.461449868
0.5,21857.035082222
0.5,21857.518436336
0.5,21858.708224752
0.5,21859.368587667
0.5,21860.244213034
0.5,21860.852016539
0.5,21861.346953149
0.5,21862.138863541
0.5,21862.845687517
0.5,21863.839009533
0.5,21864.914529137
0.5,21865.501676856
0.5,21866.624464980
0.5,21867.386908568
0.5,21867.762351629
0.5,21868.183578390
0.5,21869.196285661
0.5,21869.801302471
0.5,21871.162958607
0.5,21871.498540994
0.5,21872.066018296
0.5,21873.227008926
0.5,21873.976002244
0.5,21874.854960160
0.5,21875.501864933
0.5,21876.429472098
0.5,21877.089885762
0.5,21877.961218232
0.5,21878.492834742
0.5,21879.184362916
0.5,21879.942980580
0.5,21880.600401200
0.5,21881.113680682
0.5,21882.930147926
0.5,21883.573323680
0.5,21883.983363284
0.5,21884.661277894
0.5,21885.484700625
0.5,21886.414283551
0.5,21886.807215313
0.5,21887.972607472
0.5,21888.305533555
0.5,21889.307992237
0.5,21889.975587379
