index, Ar.x, Ar.y, Ag.x, Ag.y, InfR.x, InfR.y, InfG.x, InfG.y, Tr.x, Tr.y, Tg.x, Tg.y
2.9201, 0.53170,0.72849, 0.31370,-1.18389, 0.84084,-0.73181, 0.15916,0.73181, 0.88592,-0.74384, 0.71288,0.24107
2.9251, 0.48755,0.69814, 0.20940,-1.20671, 0.79605,-0.73087, 0.20395,0.73087, 0.83952,-0.74529, 0.72102,0.24766
2.9301, 0.44531,0.66507, 0.10336,-1.22038, 0.75057,-0.72723, 0.24943,0.72723, 0.79222,-0.74387, 0.72933,0.25415
2.9351, 0.40513,0.62939, -0.00362,-1.22474, 0.70456,-0.72078, 0.29544,0.72078, 0.74417,-0.73946, 0.73781,0.26052
2.9401, 0.36720,0.59124, -0.11073,-1.21973, 0.65816,-0.71144, 0.34184,0.71144, 0.69557,-0.73193, 0.74648,0.26677
2.9451, 0.33165,0.55074, -0.21715,-1.20534, 0.61157,-0.69911, 0.38843,0.69911, 0.64661,-0.72118, 0.75532,0.27290
2.9501, 0.29865,0.50805, -0.32205,-1.18164, 0.56496,-0.68371, 0.43504,0.68371, 0.59749,-0.70710, 0.76434,0.27889
2.9551, 0.26833,0.46331, -0.42461,-1.14878, 0.51854,-0.66517, 0.48146,0.66517, 0.54843,-0.68960, 0.77356,0.28473
2.9601, 0.24082,0.41671, -0.52403,-1.10697, 0.47250,-0.64344, 0.52750,0.64344, 0.49967,-0.66862, 0.78297,0.29042
2.9651, 0.21624,0.36841, -0.61952,-1.05650, 0.42707,-0.61848, 0.57293,0.61848, 0.45145,-0.64408, 0.79257,0.29594
2.9701, 0.19470,0.31859, -0.71032,-0.99772, 0.38247,-0.59025, 0.61753,0.59025, 0.40403,-0.61594, 0.80236,0.30130
2.9751, 0.17630,0.26744, -0.79570,-0.93106, 0.33893,-0.55874, 0.66107,0.55874, 0.35767,-0.58418, 0.81236,0.30647
2.9801, 0.16113,0.21517, -0.87496,-0.85700, 0.29670,-0.52395, 0.70330,0.52395, 0.31266,-0.54879, 0.82255,0.31145
2.9851, 0.14926,0.16197, -0.94745,-0.77610, 0.25601,-0.48589, 0.74399,0.48589, 0.26928,-0.50977, 0.83295,0.31623
2.9901, 0.14074,0.10805, -1.01259,-0.68896, 0.21712,-0.44460, 0.78288,0.44460, 0.22783,-0.46716, 0.84356,0.32079
2.9951, 0.13564,0.05362, -1.06980,-0.59626, 0.18029,-0.40014, 0.81971,0.40014, 0.18859,-0.42102, 0.85436,0.32513
