index, Ar.x, Ar.y, Ag.x, Ag.y, InfR.x, InfR.y, InfG.x, InfG.y, Tr.x, Tr.y, Tg.x, Tg.y
1.9351, 0.44064,0.59480, -1.34015,0.45167, 0.70456,-0.72078, 0.29544,0.72078, 0.75925,-0.74650, 0.74231,0.25336
1.9401, 0.40480,0.55893, -1.28473,0.59115, 0.65816,-0.71144, 0.34184,0.71144, 0.70958,-0.73964, 0.75105,0.25950
1.9451, 0.37119,0.52083, -1.21469,0.72424, 0.61157,-0.69911, 0.38843,0.69911, 0.65947,-0.72944, 0.75997,0.26550
1.9501, 0.33995,0.48063, -1.13072,0.84939, 0.56496,-0.68371, 0.43504,0.68371, 0.60915,-0.71578, 0.76907,0.27135
1.9551, 0.31122,0.43847, -1.03371,0.96511, 0.51854,-0.66517, 0.48146,0.66517, 0.55885,-0.69856, 0.77836,0.27705
1.9601, 0.28513,0.39451, -0.92467,1.07004, 0.47250,-0.64344, 0.52750,0.64344, 0.50881,-0.67769, 0.78783,0.28259
1.9651, 0.26180,0.34890, -0.80480,1.16288, 0.42707,-0.61848, 0.57293,0.61848, 0.45929,-0.65312, 0.79750,0.28795
1.9701, 0.24134,0.30183, -0.67540,1.24251, 0.38247,-0.59025, 0.61753,0.59025, 0.41058,-0.62478, 0.80736,0.29314
1.9751, 0.22384,0.25347, -0.53793,1.30791, 0.33893,-0.55874, 0.66107,0.55874, 0.36296,-0.59264, 0.81742,0.29813
1.9801, 0.20940,0.20399, -0.39392,1.35824, 0.29670,-0.52395, 0.70330,0.52395, 0.31671,-0.55669, 0.82767,0.30291
1.9851, 0.19808,0.15361, -0.24503,1.39283, 0.25601,-0.48589, 0.74399,0.48589, 0.27216,-0.51695, 0.83811,0.30749
1.9901, 0.18996,0.10251, -0.09296,1.41115, 0.21712,-0.44460, 0.78288,0.44460, 0.22962,-0.47344, 0.84876,0.31184
1.9951, 0.18509,0.05089, 0.06050,1.41292, 0.18029,-0.40014, 0.81971,0.40014, 0.18940,-0.42623, 0.85961,0.31595
