Rak1 10,000 zeros
-5.41138080188884,5815.2851447703
-5.37160563744765,8505.35656784207
-5.37067779897874,4870.93925799768
-5.34868794321374,3274.31445953746
-5.29279476367988,2720.52244543755
-5.28776935688356,9457.64795425089
-5.25523034708629,154.778685438468
-5.23984991795734,1043.21985224534
-5.13465996536679,742.965836009052
-5.09648524381185,9498.4056607824
-5.04143732421505,3571.47092766971
-5.0177995846252,2359.01255606947
-4.94606336172222,4063.50470606796
-4.93126757752712,6346.93246977295
-4.83178082020045,8981.52590821095
-4.81035645617161,2875.42374636463
-4.68232814198079,5404.3503343672
-4.54831547160552,4381.98522505299
-4.5089777926114,3151.16899006442
-4.43914404117249,5947.80874950096
-4.40878774200625,1211.64455919317
-4.40146053097084,3441.92114663363
-4.36353247102765,610.090513249439
-4.35210446904864,3017.17023854337
-4.24996405456212,7853.14511342273
-4.20576176158776,7672.44235934029
-4.15527971538851,2906.26417917197
-4.05757988196895,2117.72601242836
-4.03444781692624,7407.16145646045
-4.02889765083139,4050.50832247386
-3.96383286178938,7939.61509033809
-3.9561432464965,1142.47820268824
-3.81213989757017,563.591790795881
-3.73554609491436,449.010751337418
-3.70981241560963,6791.77599096078
-3.55272386954446,3615.09389469905
-3.54035203448076,5785.28438598537
-3.52625748954936,5821.52397817836
-3.51502395457906,7369.23835192744
-3.50731944146379,4520.13727466592
-3.47055979198097,97.3643459826217
-3.44898944747553,3202.0262389548
-3.38961658274122,6063.45209579667
-3.3075229138552,1217.49934909851
-3.29328103214466,6652.7697535117
-3.28418141564731,692.873997494799
-3.27064677713953,8045.73109798193
-3.25812956018319,2612.66299418702
-3.24525815199629,9773.25399099806
-3.19772884542492,8874.78409402555
-3.13216969118029,7229.35568001122
-3.08994957709205,8336.61491880589
-3.06807687902282,7252.35287215755
-3.06738650977191,5237.63999276475
-3.04775390931372,2460.63647072496
-3.04395421278131,890.445265944432
-3.02149234024689,5036.32527820942
-3.00118615112107,7597.89577238061
-2.99179167892523,8969.01058142378
-2.97704692455765,8156.94660442727
-2.89488915819082,489.423159033375
-2.89429909631083,1889.67931382157
-2.8895870149187,8313.06727852401
-2.85586149038084,9569.88977454097
-2.82169199594668,54.2695521027816
-2.79844811097273,9477.01232567805
-2.74571441785091,4019.15369917318
-2.74327225736972,1600.86621963814
-2.69396668385951,5195.52045148045
-2.6913645285516,3567.13519223661
-2.68950912705456,4424.57269379001
-2.66068635992293,2287.37655709747
-2.65063098782935,826.626871479828
-2.64547517814772,975.490145845232
-2.62886768191347,6937.90761688774
-2.60449658929774,983.22490083028
-2.57129105767207,4255.50871739413
-2.55055023689629,5079.73590475423
-2.5465611779394,8592.7443378497
-2.54622278825586,2636.30248929657
-2.54457475685006,4597.23644207822
-2.53825948724707,6158.03807479388
-2.48578103636166,5597.91968524318
-2.48406688843824,7180.9116190053
-2.48291587111517,4947.7779420768
-2.47720162943931,8465.38378705707
-2.47518751199015,6217.85668600216
-2.46657556106447,7085.22296577767
-2.45537594218318,2538.75514086443
-2.45020826152477,346.00763419761
-2.44501088461322,9075.2862678363
-2.43807096979722,9734.60898402641
-2.42951650005845,3728.20201808725
-2.39232183887745,9005.13818047219
-2.39076992971982,952.609535800186
-2.36481898280107,886.126224224665
-2.35496195851174,3933.06783608706
-2.34388477734673,9640.52657031055
-2.30541763598385,6471.65059417669
-2.27194485524093,9144.35449071506
-2.25043549907371,2041.97699436714
-2.21572940333184,2225.82016804905
-2.20639571820189,258.611774388243
-2.20078634753685,6561.57453143041
-2.17306226895417,6975.1662815082
-2.17273075541247,5618.53219860681
-2.16412341875594,1816.76212511354
-2.14469869640139,5563.79234754768
-2.14181234679962,801.696105418858
-2.14114664703531,5286.09620419657
-2.13624059758065,8001.45268713295
-2.13264033601245,3111.35707883492
-2.12595511217431,3402.33260658098
-2.11700458228431,5250.71054237133
-2.1140333506992,6828.40835429715
-2.0997848271857,4344.79917783703
-2.08168437789891,6983.41635014829
-2.062775457918,8596.28586450138
-2.02209359901385,7842.01358234419
-2.00131136011694,5665.13572360175
-2.00093406816986,7702.49833828765
-1.99589943843571,3157.91998062686
-1.98672951053129,6570.85766513889
-1.98597016547024,7166.60647659556
-1.9691364877057,9983.51892980706
-1.95764996059459,3915.59153977126
-1.93852778037316,383.252900683133
-1.89684089894582,1405.18736999907
-1.88970366449612,1119.71397924894
-1.87605782130857,6632.52884582311
-1.87148513500822,4837.48326203138
-1.85200257695201,6246.6106016355
-1.84938392563112,1371.68571856324
-1.84757755913622,8528.3910370167
-1.84725241290783,9306.41795449335
-1.83705693280343,4159.15845150647
-1.80809615522988,2738.14662845157
-1.79281568887932,8132.02427991325
-1.78761077619886,1994.37217107093
-1.77599117742771,1052.30767806526
-1.76700364726005,7695.86292604854
-1.76616347054752,8122.83336399763
-1.76103050165601,2156.04593274593
-1.75773595758944,6841.14750868807
-1.75397938312831,4781.99924232044
-1.75199715912072,1677.01135095911
-1.72744331702154,2376.17825077095
-1.71445974689429,4393.80136415126
-1.71386397297609,6885.38803675854
-1.7014991266993,6020.62567502888
-1.68522595742019,4564.42214307815
-1.68395339522937,1185.49025329618
-1.67596779106638,5141.28344578433
