# sigma,T  Arias de Reyna positive-t zeros of f(s); T=indexToImag^-1(t); source Zeros25digits.txt
0.3317358712,146.0505263520
0.4710119402,146.0515746052
0.6354295887,146.0524266989
0.4397431836,146.0532240371
0.3449097416,146.0537003625
0.6416713847,146.0545156041
0.5315773705,146.0550730593
0.6660756743,146.0558494964
0.7504585095,146.0562849150
0.7081510777,146.0576513981
0.7606990493,146.0582912170
0.7190120063,146.0588754640
0.4765865108,146.0597134073
0.2456197253,146.0600104192
0.5670484101,146.0608842689
0.2571934964,146.0617643853
0.1064709171,146.0623239384
0.5040483043,146.0630137983
-30.3304152304,146.0628801431
0.0086289151,146.0638403924
0.6091466044,146.0644457749
0.4691298216,146.0649909986
0.3686837306,146.0654492541
0.3138464205,146.0664873260
0.3875702211,146.0673681459
0.5184794549,146.0682321819
-0.0329222555,146.0685076047
0.6150044524,146.0690549875
0.4780553237,146.0702075864
0.5814170130,146.0707757182
-1.2734975736,146.0710652230
0.3880541606,146.0718643222
0.6087590029,146.0733000535
-0.4698976401,146.0729259458
0.4088791620,146.0739313174
0.5068435646,146.0746046606
0.6122618882,146.0751782621
0.4283240390,146.0759554152
0.7670282981,146.0771335367
0.6544730559,146.0776895214
0.1544327572,146.0784290056
0.5330550256,146.0791700928
-0.4220001317,146.0796238454
0.4972144095,146.0801534113
0.2560062589,146.0807937681
0.2073000407,146.0815330351
0.5471537056,146.0826771771
0.2972486130,146.0833425510
0.0387650798,146.0837831001
0.5936141123,146.0841118348
0.1957310965,146.0850475194
0.2193688271,146.0858665182
0.4580628919,146.0862038231
0.7242563801,146.0873639694
0.5898125892,146.0879865891
0.2749724703,146.0887579573
0.6263841421,146.0893381216
0.6704535405,146.0899619350
0.4524599691,146.0905380529
0.5875219148,146.0921546618
-0.6490806096,146.0917307517
0.2914915478,146.0929239053
0.5418284476,146.0932952299
0.2533192054,146.0941542568
0.6482527644,146.0947278844
0.0477021918,146.0958015090
0.2457150758,146.0960018884
0.4743837885,146.0968894082
0.2120379723,146.0980976058
0.2748270110,146.0984635442
0.2936689365,146.0988647158
0.1051541409,146.0994796025
0.6730826037,146.1001728041
0.1947489882,146.1014572370
0.2295256459,146.1021502592
0.3441333017,146.1026360129
-4.0861392215,146.1027230037
0.5466547682,146.1032787546
0.4829480284,146.1043520184
0.4171823957,146.1049572576
0.4987700067,146.1054059758
0.3702121620,146.1070538211
-0.5507879211,146.1067098834
0.4384257417,146.1077507924
0.5135498488,146.1085374077
0.6806854560,146.1090579046
0.0012967766,146.1096086569
0.5744869781,146.1105729366
0.3386031801,146.1115596905
0.3941561553,146.1119623204
0.3351148036,146.1129202137
-0.4953023285,146.1135484240
0.2609952620,146.1138704697
0.4005290316,146.1144269434
0.4229824192,146.1152471583
0.0580432388,146.1158870612
0.5849304909,146.1172209010
0.6450057503,146.1176842096
-0.5339448898,146.1178926952
0.6019623038,146.1186804030
0.4928285634,146.1197997258
0.0060072954,146.1198585078
-0.0318926246,146.1209413255
0.5461501577,146.1214945129
0.4320909433,146.1223642004
0.5020201932,146.1231408460
0.3347748607,146.1236923219
0.6041243232,146.1241797918
0.5813116303,146.1247561886
0.5851008053,146.1260589449
0.5493379702,146.1267149935
0.3431522032,146.1273671020
0.6777999642,146.1279391988
0.4606513669,146.1286568809
0.5149614537,146.1296035513
-0.0767425361,146.1302062234
0.2574064859,146.1303778898
0.5933314104,146.1317772894
0.3417000100,146.1326560099
-5.8471107401,146.1325091584
0.4891561709,146.1329910933
0.4464271321,146.1336838819
0.4801791474,146.1345058082
-0.2085627924,146.1350740648
0.4367042996,146.1361147247
0.4444940647,146.1369000446
0.5012855614,146.1370861224
-33.8114764812,146.1375046661
0.5758289557,146.1383318571
0.6852925455,146.1388291155
0.3900548868,146.1395076857
0.3373128331,146.1402147925
0.4050700075,146.1417534074
-0.4459793952,146.1413076219
0.5785405565,146.1426773105
-0.7760505456,146.1427930852
0.1670613103,146.1433560687
0.1761914896,146.1440042539
0.4297630787,146.1449796140
0.4516629913,146.1456399146
0.3333872351,146.1464609616
0.5307124203,146.1471318094
0.7403676280,146.1477941595
0.5003136648,146.1487079634
0.6598503959,146.1490022321
0.5499650257,146.1497031489
0.4613685918,146.1511020342
0.4559992416,146.1515336226
0.1399003105,146.1521727025
0.3045959407,146.1525586897
0.3524730562,146.1532835570
0.4009129494,146.1540736928
0.5665751644,146.1545426029
0.3525246058,146.1556920732
0.4820235564,146.1559905911
