# sigma,T  Arias de Reyna positive-t zeros of f(s); T=indexToImag^-1(t); source Zeros25digits.txt
0.3391875206,105.9624532382
-0.0147140244,105.9632119152
0.5318959055,105.9644081655
0.7442093670,105.9652686085
0.3191743243,105.9661638425
0.3714228404,105.9681983480
-15.9058744117,105.9673398035
-1.0753699955,105.9683186048
0.3977534111,105.9695586980
0.5382479832,105.9704008904
0.3969848011,105.9713292974
0.4973484173,105.9728576001
0.4648380574,105.9734049581
0.6481554874,105.9749341519
0.7062860019,105.9765620929
0.6099086516,105.9775141608
-4.4006162493,105.9770365369
0.1909767821,105.9784216008
0.5674616486,105.9792770461
0.0432922195,105.9804403466
0.6731142181,105.9821356231
0.7528443170,105.9829121882
0.5682759404,105.9845153267
-2.1356870789,105.9847413787
0.4382664142,105.9855974927
0.4574087313,105.9865404418
0.1675352671,105.9877861693
0.3272059323,105.9894456455
0.3478928032,105.9904430291
0.4592033477,105.9914165422
-3.2513136721,105.9913301833
0.1603752951,105.9920836198
-0.3572755290,105.9938160407
0.4355164788,105.9943737596
0.3416663648,105.9960262031
0.5188522559,105.9969938162
-1.3076912122,105.9976303875
0.4959521674,105.9985393700
0.6585311330,105.9994170875
0.6614491198,106.0003682860
0.4513451147,106.0023995769
0.3556928754,106.0031901701
0.3464809161,106.0039438855
0.4901422502,106.0046801762
0.4594471244,106.0061191925
0.4081204619,106.0065928452
0.6329183647,106.0081290758
0.5595125801,106.0091939303
0.0677646649,106.0104078977
0.5855614326,106.0113415891
0.5565060306,106.0119523077
0.4642240843,106.0129545635
0.5618164970,106.0139595959
0.4325116978,106.0156954676
0.4293309777,106.0165512163
0.2139438090,106.0174085103
0.5043519705,106.0179910203
0.4058831471,106.0194564234
0.4826317047,106.0201716687
0.7221323835,106.0210274670
0.5558635931,106.0227865792
0.6197337463,106.0238124079
0.4926870944,106.0246151021
0.7834026023,106.0257130114
0.4884695290,106.0263834566
0.3252672875,106.0279550351
0.0506512346,106.0292229184
0.2894949081,106.0298608560
-0.0260829415,106.0307817022
0.3827949395,106.0323819074
-0.1789947690,106.0322106436
0.5889641824,106.0335985983
0.2365156923,106.0348833416
-0.2331782651,106.0360587960
0.7226737292,106.0374509804
-21.0508496709,106.0373588168
0.5117399240,106.0380727840
-6.4010708759,106.0387256217
0.4562452877,106.0391591446
0.3864344411,106.0405289259
0.3009353426,106.0412573990
0.3403125446,106.0429042965
0.3455404649,106.0434798656
0.5861144255,106.0448446242
0.5999337745,106.0458174596
0.7238726753,106.0467103244
0.6611150992,106.0475489142
0.6289449770,106.0495401181
0.5572188582,106.0503199560
0.5145693392,106.0515240830
-0.1327858292,106.0521929633
0.4065644668,106.0528362792
0.6130872260,106.0543183468
0.3690218151,106.0554120503
-0.6448440223,106.0559901284
0.5782735814,106.0574891685
0.3446102553,106.0586084486
0.5867067893,106.0592239688
0.1482919810,106.0602163663
0.4685124725,106.0611815909
0.3482723257,106.0628768129
0.6589732523,106.0639790629
-4.4292335772,106.0636165367
0.6271202910,106.0647780641
0.5935705404,106.0664804846
0.5788550292,106.0672799943
-0.5116100949,106.0676549433
0.4082085175,106.0689183066
0.6066765586,106.0705866613
0.4295910762,106.0716168347
0.6293057439,106.0724513107
-0.4092948803,106.0734679018
0.3387122107,106.0737101845
0.4506359977,106.0753702420
0.5962631902,106.0765373202
0.1174353402,106.0777438283
0.0289619527,106.0788593210
0.2954569044,106.0791407096
0.2928250909,106.0805169137
0.5787811391,106.0813038660
-0.6375488081,106.0817714541
0.4114769586,106.0838416654
0.5781884570,106.0845128120
0.5704105169,106.0854420332
0.4995510233,106.0864997702
0.1962333482,106.0876067192
0.6091582645,106.0883706943
-0.0632587655,106.0897544050
0.6789401239,106.0905821610
0.0997856162,106.0921402261
0.5108243064,106.0927392795
0.3942782129,106.0936488225
0.3638368436,106.0941839762
0.4256433527,106.0959762187
0.5056382672,106.0977681777
-0.9392348582,106.0972426131
0.1914829654,106.0989580443
-0.1252563262,106.0990022805
0.5769111936,106.1005902975
0.4782318882,106.1017930557
0.2688745618,106.1023845872
-0.1312077742,106.1040685668
0.5329991469,106.1052128163
0.0972725624,106.1056227236
0.1982117375,106.1065875752
0.6224293025,106.1074826931
0.3620480530,106.1085260553
0.6391709056,106.1102751965
0.2302020709,106.1109441103
0.4661113884,106.1119208694
0.4415700989,106.1131527878
0.6939077750,106.1141287232
-0.2772992073,106.1147919798
0.5484166327,106.1155386030
0.4040432427,106.1173216124
0.4893481787,106.1182796445
0.6802334929,106.1192851032
0.7940941796,106.1199926303
0.5350242559,106.1216942898
0.2762105914,106.1225913675
-27.5453316636,106.1222100018
-1.3281184742,106.1227321624
0.1443186856,106.1241503770
0.4599337721,106.1250952118
0.4530241535,106.1261936571
0.7704735331,106.1272242926
0.6001881243,106.1281056908
0.5766412631,106.1290098548
0.6562968893,106.1309265576
0.6096292436,106.1318151522
0.3467458753,106.1324870856
0.5965212729,106.1337438108
0.4789514069,106.1348175821
-1.3978475990,106.1356036401
0.3449518577,106.1361462981
0.4165505254,106.1372800240
0.4701886771,106.1390493806
0.5119694453,106.1396848223
0.4975079421,106.1406379311
0.4539613929,106.1416400702
-0.9203595500,106.1424987992
0.4160236986,106.1435918350
0.5364721287,106.1453290753
0.0223964951,106.1453960732
0.3604660708,106.1467985645
0.3450392831,106.1484758370
-0.8018619280,106.1484794483
0.4531655621,106.1489015021
0.3996023120,106.1513028772
-4.1182764194,106.1516572416
0.3519141587,106.1522909131
0.6084261309,106.1533031295
0.4479854800,106.1543094641
0.1184778631,106.1550385158
0.4788411574,106.1564463768
0.3311327722,106.1577998141
0.3658872745,106.1584777070
0.6354431912,106.1603738521
-0.4479231338,106.1598338850
0.5745659128,106.1612676145
0.5037501985,106.1623597772
0.5800801527,106.1631960141
0.7539427086,106.1650498328
0.7651708090,106.1659596945
0.5641747627,106.1667369258
0.4304452640,106.1676644950
0.7644961893,106.1688099457
0.5467137712,106.1698663779
0.3650467903,106.1710115906
0.3893722423,106.1725308076
-0.1587023126,106.1726533943
0.3779978431,106.1741018750
0.4092887786,106.1747447941
0.4744759041,106.1753816406
-0.1803832525,106.1769460302
0.2103163905,106.1782311527
0.3931691518,106.1784764254
0.8081306089,106.1799505381
0.3244542204,106.1807919875
0.6414385809,106.1819072646
0.6401983127,106.1828462936
0.5065868051,106.1838564037
0.2102485702,106.1853938240
0.3791480485,106.1864972879
0.4117655447,106.1869458420
0.3373038160,106.1878541560
0.2982950044,106.1887924139
0.5892412744,106.1898568275
0.4837019245,106.1919533996
-0.1865759969,106.1918151048
0.3009021343,106.1928476761
0.4887335153,106.1948420814
0.1439436572,106.1946155692
-0.5606713115,106.1960046550
0.6170785463,106.1962798633
0.2012340079,106.1981255207
0.4987075229,106.1992253197
0.5840659843,106.2000865175
0.5425452708,106.2010532754
0.5680706363,106.2017931154
0.3378538703,106.2033533315
0.5639588440,106.2039553756
0.2341579438,106.2053271215
0.3891624792,106.2063655866
0.4576782964,106.2074602646
0.0615974478,106.2079825375
0.6540839142,106.2089980067
0.6120054343,106.2097949863
0.4171643106,106.2116259075
0.5858747254,106.2127497508
0.5369888766,106.2135530457
-0.2537018380,106.2144646156
0.4002071572,106.2157052530
-1.6142272916,106.2159213034
0.3684778806,106.2165775669
0.2927627051,106.2183699233
-0.3723113956,106.2188538807
0.4171749156,106.2203329143
0.5568258666,106.2212192654
0.5681850319,106.2218266207
0.4700662044,106.2232294997
-0.7425638846,106.2242220325
0.2199263387,106.2250842103
0.5147789336,106.2261036427
0.4505678033,106.2271765934
0.4087070267,106.2280126254
0.5468226095,106.2291811901
0.6491260831,106.2299305425
0.7061474371,106.2308829908
0.8100950123,106.2328231906
0.6903073405,106.2335349420
0.6669408326,106.2346626588
0.5573724213,106.2354916614
0.1732539232,106.2365800913
-0.2520420859,106.2374894836
0.2545240947,106.2385264644
0.4880136761,106.2396085638
-1.9708655345,106.2401115388
0.5562502158,106.2410963863
0.6856068560,106.2421885516
0.6284599614,106.2428685655
0.5784695490,106.2441111309
0.4850605373,106.2455272462
0.6836259802,106.2468064975
0.6567010123,106.2476322582
0.2081384467,106.2482665548
0.3241732786,106.2496433416
0.4069688674,106.2505002062
0.0597207120,106.2511063733
0.4251239963,106.2526459373
0.2055005619,106.2536688950
0.7198636665,106.2546930647
0.2382634609,106.2561355261
-0.1347578263,106.2559226480
0.4698636683,106.2567821565
0.3974353409,106.2589078304
0.4986518377,106.2596773368
0.4749911026,106.2605188584
0.4520731490,106.2617447853
0.5757814084,106.2625076344
0.5435275643,106.2636136941
0.7886563874,106.2645284336
0.4887001440,106.2661123317
0.6000705722,106.2674071503
0.5377327259,106.2682168866
0.1921794941,106.2689641476
-9.1195903891,106.2688869191
0.3541429411,106.2696412691
0.6796308365,106.2711219832
0.1812988258,106.2724129379
0.4448060536,106.2734090897
0.6364454121,106.2741629323
0.3994749980,106.2757934844
0.4838292532,106.2762981256
0.5578801009,106.2771355558
0.0160471085,106.2782759066
0.4073642485,106.2798853882
0.4457125246,106.2807426253
-0.0118742626,106.2816569647
0.4892012552,106.2821845213
0.1611385544,106.2833931102
0.4447234730,106.2842686383
0.6662964555,106.2857246720
-0.0072347564,106.2864641915
0.6232689153,106.2879164691
0.5618826193,106.2888225539
0.1518548424,106.2897026679
0.2545980119,106.2903984510
0.4056723745,106.2912233250
0.6410737955,106.2933937412
-0.0478990308,106.2941036603
0.1350921975,106.2948974859
-0.2515689521,106.2952873314
-0.1579709673,106.2967899105
0.3953893708,106.2973772652
0.2529014227,106.2980643658
0.4757110674,106.2997329169
0.6421601767,106.3008915540
0.4838925650,106.3021212995
0.6715415458,106.3026821345
0.6145922375,106.3036023760
0.3504048041,106.3052861634
0.0662681578,106.3061355444
0.3843680810,106.3075253943
-0.0685803087,106.3077886860
0.4357568726,106.3094028993
-0.2200989169,106.3100448758
-5.6280327515,106.3108458440
0.4678696256,106.3109893488
0.3715190876,106.3119231651
0.4749798037,106.3140082072
0.5986697087,106.3149314730
0.2592271168,106.3154626680
-0.1508286101,106.3168220877
0.5722953988,106.3172373391
0.4465501148,106.3188333427
0.5697081780,106.3203979783
-0.3561392638,106.3204767491
0.3978055430,106.3221785733
0.4836257783,106.3231336009
-0.0276896005,106.3239043957
0.4321883157,106.3244879815
0.5359083565,106.3269551309
-0.9301534541,106.3265853347
0.4939767923,106.3283710001
0.5255937905,106.3291811594
-8.5712132939,106.3294476298
-0.2711629647,106.3300700636
0.5603589595,106.3313954568
0.3650222050,106.3321931138
0.1030523867,106.3338893194
0.2484263008,106.3350912064
-0.1350900293,106.3356821113
0.5123536375,106.3367935810
-0.4638479458,106.3374500030
-3.4269960321,106.3385788380
0.2455156806,106.3384104432
0.6018336136,106.3405300852
0.6001520095,106.3412200219
0.4564200811,106.3424206851
0.4945696049,106.3437053059
0.5718269920,106.3442511048
0.3685499357,106.3455947200
0.2469902342,106.3464452990
0.5235802130,106.3481509682
0.5964833834,106.3489870324
-0.3954283800,106.3497272278
0.6884366926,106.3502195268
0.4153504775,106.3518186844
-0.0139706408,106.3527264648
0.3991393138,106.3537094930
0.4566441802,106.3548928818
0.5457260898,106.3557259221
0.5963197125,106.3568799883
0.7896424546,106.3578292359
0.7567177522,106.3586106239
0.6192641679,106.3606135866
0.3614242483,106.3616554162
0.2912503883,106.3621748535
0.5543114741,106.3633151494
-1.3504974610,106.3643759523
0.2090349356,106.3647625168
0.0038243643,106.3658337918
0.0483905567,106.3668524627
0.5601842923,106.3679001160
0.7845542823,106.3695593593
0.6517273125,106.3703357361
-0.7178168827,106.3712527495
0.4771649748,106.3717824525
-0.0646739296,106.3732649838
0.2391127951,106.3746660008
0.5841550749,106.3754150323
-0.1004036019,106.3760904371
0.4257916983,106.3775829166
-23.3271236442,106.3780832282
-0.5663811779,106.3783560601
0.4473115517,106.3789397970
-0.2556031015,106.3800054362
0.5491198119,106.3816449548
0.3080875187,106.3826150064
0.2694475045,106.3833624060
0.6631770031,106.3842826544
0.2359917772,106.3851321777
0.5535760200,106.3869002325
0.4197209531,106.3878644804
0.2261423921,106.3890327375
0.3559070797,106.3901269003
-1.4510963438,106.3901360957
0.4999311670,106.3914913235
0.0849716404,106.3921334791
0.3084435990,106.3932346097
0.6520187381,106.3950982569
0.5245247416,106.3960157839
0.6996472494,106.3967879721
-1.4481494605,106.3976469342
0.3803085499,106.3983603390
0.7318611236,106.3993081184
0.7053738849,106.4010563079
0.3952939291,106.4018878601
0.3893964644,106.4031233310
0.4891684497,106.4040398802
0.7145515185,106.4048112724
0.3352085886,106.4060113345
-1.4166413274,106.4066881401
0.6643920495,106.4081335437
0.3586630945,106.4090195458
0.3582947373,106.4099662599
0.3997499912,106.4108316048
0.1620963874,106.4118455853
0.6688581055,106.4129332783
0.3556470382,106.4139827238
0.2429342974,106.4158422805
0.1225981151,106.4162160234
0.1971279565,106.4170363006
0.2371147970,106.4178574437
0.6204975107,106.4187429442
0.1849393933,106.4203210229
0.3499069925,106.4214948111
0.4610519383,106.4224039517
0.4473319410,106.4229768404
0.7186474464,106.4245668939
0.6424594687,106.4253821778
0.5607569285,106.4262910039
0.4920356288,106.4280714017
-0.4669745613,106.4288360615
0.4471421627,106.4298663390
0.5813240528,106.4304777872
-14.3388403546,106.4305979172
0.4140220270,106.4315036468
0.1777143780,106.4328017813
0.2135842186,106.4337113468
0.4837810567,106.4348183446
0.5847438701,106.4359550065
-32.0881971788,106.4365531970
0.5572599192,106.4371299552
0.6339680788,106.4379171561
0.6155178952,106.4389987186
0.7792126129,106.4397424072
0.5384258199,106.4416878644
0.8693646802,106.4425479434
0.4847871493,106.4434956143
0.6078875171,106.4444439049
0.2995071253,106.4457640961
0.0766152701,106.4461152021
0.3069862517,106.4474350487
0.4043593442,106.4484872166
0.4212676379,106.4497534885
0.4076736856,106.4507251710
0.6467105529,106.4514816473
0.5785455122,106.4522283970
0.4953980003,106.4538194056
0.2262796955,106.4551898907
0.2906154156,106.4564323611
-0.1124756241,106.4561788610
0.5210096703,106.4574046359
0.6779701772,106.4590882746
0.2835941471,106.4597004840
-0.0138280504,106.4606597539
-0.1575983848,106.4620493144
0.5025603744,106.4632968134
-0.0109538471,106.4636120438
0.4569538275,106.4647981585
0.0140744295,106.4657048847
0.2084156372,106.4662755468
0.3950211075,106.4681115617
0.6386691126,106.4689889074
0.0283596033,106.4698435780
0.6144340545,106.4711067809
0.4761286246,106.4718750112
0.5209130226,106.4728301307
0.5780888850,106.4737883874
0.5202277456,106.4756397391
0.3715417107,106.4766158481
0.7219205307,106.4774446596
-1.8795159686,106.4776850350
0.4401820682,106.4785935783
0.5063696348,106.4799485486
0.6735639227,106.4808913532
0.7242549391,106.4826095316
0.2465541855,106.4837860473
-0.7360358385,106.4836974826
0.6392841059,106.4850537239
0.6700469567,106.4858892274
0.5001757050,106.4868030521
0.7107386965,106.4886787458
-49.2963374339,106.4888511383
0.4578201848,106.4896545238
0.6558251046,106.4904589776
0.1062544703,106.4916020091
0.4924258141,106.4924207833
0.1065367922,106.4936547000
-0.4045255669,106.4941369698
0.3953695094,106.4951255847
0.4258829484,106.4969988084
0.3814839041,106.4976878504
0.2909613621,106.4982449484
0.3599767687,106.4993610190
0.3501883264,106.5003957664
0.5360791211,106.5026434778
-0.3330827753,106.5020603146
0.4113036208,106.5037286209
0.1899812294,106.5047829565
0.4505333917,106.5060159862
-3.3814570839,106.5065995483
0.6445664981,106.5067955243
-0.3146612573,106.5081284634
0.5577498826,106.5095892908
0.5133833102,106.5104527721
0.6531630022,106.5115772686
0.7582510378,106.5122858047
0.6245721835,106.5139772501
-0.0068290998,106.5151258203
0.3858670582,106.5159839540
-2.5773604366,106.5165500218
0.4324402642,106.5174439204
0.5378585278,106.5186703840
0.0335135512,106.5193237843
0.4864498765,106.5202152363
0.1409802145,106.5214085920
0.4722792482,106.5234125931
0.3159801686,106.5235928251
0.4855055898,106.5245195557
0.2104248705,106.5259043117
0.4418135274,106.5267605240
-0.0164131503,106.5274919923
0.4414992487,106.5288194571
0.4505494460,106.5300283875
0.2143215311,106.5314038076
0.4869478656,106.5318233234
0.3410958454,106.5329115403
0.4340473012,106.5334778821
0.6241235017,106.5355802458
0.3358587757,106.5366203220
0.5465987142,106.5379588889
-4.5378312027,106.5373735891
-0.4809131690,106.5378498766
0.4939287956,106.5394727105
0.3981767555,106.5407015747
0.5136461703,106.5411651176
0.4674709700,106.5432192524
0.4578804814,106.5440319189
0.6757057785,106.5449702470
0.4892583403,106.5458122716
0.5629631595,106.5468994341
-49.1423890302,106.5477053661
0.3709575762,106.5480764161
0.5856804658,106.5495198033
0.7177613898,106.5504230296
-2.3248387499,106.5512248595
0.4062220393,106.5521269142
0.5346400600,106.5529310236
0.2448252013,106.5535694971
0.3466928716,106.5548727378
0.1383357249,106.5565668802
0.3677207526,106.5574577472
0.0110530874,106.5582425994
0.3119849139,106.5588322370
-0.2749538037,106.5599493488
0.0539165225,106.5609696851
0.3461220821,106.5616746232
0.5384598003,106.5630405634
0.4356798081,106.5645469160
0.5622612391,106.5649649620
0.4804854677,106.5664312010
0.5144136996,106.5668071605
0.4340624326,106.5677573177
0.6914386970,106.5696180689
0.7552080912,106.5704932849
0.5458930953,106.5714329268
0.5638899248,106.5723843157
0.5463482333,106.5734544158
0.7242351352,106.5743587653
0.1428392870,106.5757206686
0.3345258724,106.5764619373
0.3372719557,106.5780617672
0.2850256639,106.5785707396
0.6513071466,106.5793726328
-0.0757548852,106.5802777963
0.3521924268,106.5814444116
0.0387934674,106.5826205767
0.3214304611,106.5836747212
0.6933696717,106.5844008159
0.4239729968,106.5857574110
0.4161602987,106.5868053480
0.2592738660,106.5872447002
0.7242383556,106.5882507833
0.5433820097,106.5902857140
0.4410307247,106.5910976489
0.4001980527,106.5918308692
0.5254651467,106.5928820679
0.5398392789,106.5938443341
0.1502094583,106.5955442465
-3.1473863776,106.5951590744
0.4964322761,106.5963055128
0.4572336885,106.5977752731
0.4530112985,106.5994374032
-0.0425752312,106.5992096936
0.1894386831,106.6004851869
0.4839843834,106.6013330905
0.3196952331,106.6033302256
-0.1476173152,106.6042765440
0.6041251115,106.6049221600
-5.5639715027,106.6053992860
0.5355919552,106.6057948086
0.5267332607,106.6075798005
0.3744688271,106.6080218885
0.0282850018,106.6093067963
0.5303401119,106.6105361152
0.3125439217,106.6116408161
0.5837735617,106.6125588741
0.6169558039,106.6133758733
0.6524529576,106.6142228729
0.4694700351,106.6157011219
0.7618345618,106.6170751172
0.5374311728,106.6177792610
0.5253845225,106.6189618788
0.6062681517,106.6198665457
0.4427182783,106.6209299395
0.4575128481,106.6218022655
0.3728274657,106.6227542738
0.6304107978,106.6246282913
0.5878056357,106.6253712550
0.0493635618,106.6263553675
-1.8905186077,106.6271533019
0.4463585282,106.6270901114
-43.8550293400,106.6280653937
0.5235408517,106.6287296187
0.0733928673,106.6304232547
0.1341318411,106.6308747524
0.1507990295,106.6317140426
0.2708294459,106.6329557946
0.6931413024,106.6339052259
0.6643693769,106.6346975437
-0.0318702239,106.6366388248
-1.5845211847,106.6371091444
0.4816953958,106.6376314197
0.7186914483,106.6389337977
0.5246215045,106.6397275188
0.4206710227,106.6410075516
0.4181628043,106.6422969814
-0.5852629743,106.6426088844
0.4539527051,106.6438376503
0.3425126475,106.6452147413
0.5549757102,106.6460477742
0.5992605994,106.6468205730
0.4210063917,106.6479571745
0.6319591149,106.6485938247
0.7577589923,106.6505884966
0.6230374620,106.6514285038
0.6726748485,106.6522432160
0.6140982130,106.6538578363
-0.7091678859,106.6538857558
0.3924704176,106.6549240945
0.4119667258,106.6559235932
0.3102117274,106.6573347525
0.6056496819,106.6583864853
0.5620693628,106.6594863256
0.7432337822,106.6602558467
0.3079237949,106.6611135818
0.0000864962,106.6624459756
0.5436494947,106.6633934332
0.5205409411,106.6648296027
0.4599681194,106.6658935202
-1.2855722945,106.6656749879
0.3465877670,106.6673970355
-0.0527857235,106.6682230267
0.4192372252,106.6685569579
-0.0980354784,106.6701275916
0.5973800967,106.6715132493
0.6989726032,106.6723334366
0.3007900374,106.6732814997
0.4463684905,106.6740880049
0.5964540629,106.6753116534
-0.4513237325,106.6763413620
0.5317145170,106.6774477667
0.2882645857,106.6779160417
0.6113429157,106.6795790277
0.6303978486,106.6802285594
0.7403605479,106.6811880032
0.6138227524,106.6821959929
0.4533249731,106.6837284692
0.6042863719,106.6849653692
0.4690228770,106.6856363886
0.7277825570,106.6867193312
-0.4665854318,106.6880545473
-3.0921174778,106.6885973446
0.4645293686,106.6887216958
0.3826510991,106.6896064680
0.4142325854,106.6915019893
0.3906703531,106.6923419128
0.4410381837,106.6933910927
0.0466712478,106.6943792635
0.5253265858,106.6946864085
-0.2124883336,106.6960692161
0.5170690920,106.6973866767
0.6213138794,106.6983645176
0.5055157089,106.6992999015
0.1285596665,106.7005065308
0.6742942305,106.7012377225
0.1436496660,106.7020101437
0.6123642842,106.7031259044
0.2890174424,106.7046557350
0.1115836991,106.7057014372
0.6862993517,106.7062995024
0.5580580669,106.7070780128
0.2995431852,106.7083460090
0.4671843754,106.7091461649
0.4437274214,106.7105762936
0.3324854870,106.7115601821
0.3851605271,106.7124390165
0.1033867667,106.7133823774
0.5661284454,106.7141998786
0.7538901757,106.7151243712
0.7061382817,106.7160075117
0.7499238474,106.7179409795
0.6904395963,106.7187168913
0.5165786097,106.7198862014
0.2762397819,106.7205082763
0.3383850424,106.7212999303
0.3897365810,106.7227525945
0.0888300254,106.7232584892
0.5113657059,106.7245253805
0.2934412244,106.7258294039
0.6410573856,106.7267517737
0.4076933257,106.7277009761
0.4283691593,106.7283159311
0.3118573642,106.7297413320
-1.3236839609,106.7308124006
0.2295693489,106.7324376981
-0.0424983146,106.7318918510
0.3003332034,106.7327467122
0.4572932478,106.7345021675
0.3887773898,106.7354882302
0.4965127069,106.7360026677
0.6106587674,106.7377504249
0.6683606986,106.7393176820
-2.2076550796,106.7394387669
0.2933776230,106.7403049060
0.3783142226,106.7410247369
0.5613086584,106.7418772373
0.3151616766,106.7436264066
0.5175638016,106.7447009552
-0.0580316683,106.7457237359
-0.0591870865,106.7470284812
-0.6369940735,106.7467246607
0.3996291704,106.7477281987
0.7599867913,106.7490608908
0.5714528084,106.7499600360
0.6053315315,106.7518481291
0.5846799214,106.7527094052
0.4615144812,106.7536390943
0.3367691710,106.7541213136
0.4627405377,106.7555151062
0.4712285354,106.7563999302
0.0926094626,106.7578192534
0.2054537626,106.7586791238
0.2677539268,106.7593138801
0.4917026500,106.7609599774
0.6617320450,106.7614519647
-1.3178408810,106.7626290156
0.3751932268,106.7627211674
0.2353515838,106.7646022068
0.5443604958,106.7655676624
0.5878572242,106.7667021899
0.1337346340,106.7674448691
-0.6063112174,106.7685719633
0.4518350149,106.7690333767
0.4669119792,106.7705088065
-0.3466324740,106.7708477865
0.5202184668,106.7727047570
0.5450430518,106.7735175928
0.4082046250,106.7743054731
0.5572111444,106.7754482110
0.2288927043,106.7760068209
0.0277771128,106.7776967649
0.5928612918,106.7786508144
0.3909090778,106.7794028688
0.4089921249,106.7805571728
0.2644283472,106.7816813938
0.4944964028,106.7823318457
0.3938124068,106.7832203921
0.4795747529,106.7852492237
-0.6219715632,106.7848191776
0.7519282819,106.7866542025
0.6832760883,106.7875451534
0.6403174315,106.7883167312
0.4971385909,106.7903032068
0.0613409616,106.7900378664
0.2495995889,106.7920790397
0.4071667644,106.7925868647
0.5242434082,106.7940348458
0.3193696239,106.7950767900
0.0620848473,106.7959326151
0.3458078632,106.7964295165
-3.7667683238,106.7969621017
0.5144542067,106.7990506770
-0.9861662987,106.7995706841
0.5992567813,106.7999767298
0.4453776019,106.8015592559
0.2094160214,106.8026151099
-0.9498735507,106.8032503499
0.3277051020,106.8043997190
-4.0643819074,106.8048091665
0.3218526271,106.8055797265
0.7329880194,106.8070758852
0.6310619228,106.8080361306
0.6461556807,106.8088153427
0.5310839882,106.8099787373
0.4886927815,106.8117156252
-0.0902035620,106.8123990003
0.4947298938,106.8135185691
0.3313714037,106.8139017733
0.4511465810,106.8159400833
-0.1975007625,106.8156566459
0.5704398444,106.8168167541
0.1053666244,106.8183140112
0.7237995858,106.8195321521
0.4166586825,106.8205640383
0.6242699815,106.8213985359
0.4154404028,106.8221071653
0.5852381511,106.8233011641
0.5060580279,106.8250899031
-0.1793695143,106.8256930655
0.4109370251,106.8263749983
0.6459984737,106.8279661772
-3.3284146486,106.8277202246
0.6473644677,106.8288312622
0.4547026889,106.8299174561
0.5261041911,106.8308609869
0.4611985568,106.8326939086
0.6596951176,106.8333965374
0.6724122481,106.8342607079
0.5117353578,106.8352623965
0.4412232113,106.8363613577
0.6464716195,106.8373368909
0.3579388471,106.8387058459
0.4016368220,106.8396585387
0.1903335281,106.8406971051
0.2674822618,106.8413876256
0.6519333608,106.8423079815
0.8402011357,106.8430749693
0.4775129294,106.8449839142
0.4944286194,106.8458852919
0.6339569244,106.8468494585
0.5120964563,106.8478791834
0.2680986906,106.8487389543
-14.2316831102,106.8494915578
0.3385081297,106.8498225302
0.5145322962,106.8505935935
0.4615562153,106.8519601100
0.1710632674,106.8533254501
0.4006471361,106.8543992698
0.5368946386,106.8546094833
0.4360215443,106.8560041445
0.1123262222,106.8568587575
0.0838764182,106.8578413476
0.7601263933,106.8594157994
0.3641427167,106.8601772086
0.1762225325,106.8610304549
0.6360733484,106.8623004154
0.5195949790,106.8630309485
0.5763080051,106.8640783899
0.4778463875,106.8663117243
-0.9567562395,106.8657713664
0.2748250394,106.8671570321
0.6611361914,106.8682220663
0.5417167012,106.8690854887
-0.6475685209,106.8705600647
0.3044822644,106.8709925389
0.5832195371,106.8721837292
0.5503592917,106.8737680771
0.2321397550,106.8745004233
0.5677956507,106.8756187838
-5.4468316119,106.8753885728
0.5180433132,106.8764433804
0.5601600700,106.8774320738
0.5602096040,106.8793760826
0.5730600525,106.8802964129
0.3896984347,106.8810818634
0.2578281648,106.8817189326
0.7939976855,106.8831672825
0.4532863169,106.8840723748
0.4639436418,106.8857782308
-0.2369324771,106.8859916237
0.3363448021,106.8877365662
0.4018181045,106.8886286009
-1.1897407152,106.8890113232
0.2167397763,106.8894307912
0.0745054517,106.8906307906
0.3676491380,106.8922930578
0.4463002923,106.8932340273
0.5255994104,106.8941821963
0.5041062435,106.8954842584
-0.4103372869,106.8957252848
0.6595062736,106.8971108398
0.5383865066,106.8977937109
0.3993933477,106.8996454571
0.7446056541,106.9006900541
0.2729915242,106.9015320024
0.5554512570,106.9025601767
0.1534696609,106.9034902243
-1.7223068233,106.9035938999
0.4497505452,106.9052030770
0.4597336219,106.9066703227
0.2776493330,106.9069490140
0.6284839765,106.9087218942
-0.0042733806,106.9096668133
0.4402800084,106.9099675081
-0.1190828786,106.9111929352
0.1605840090,106.9125477560
-17.0291046790,106.9123826720
0.2173278002,106.9138513510
0.4844858608,106.9145093726
0.4727309375,106.9152148450
-0.0293172274,106.9166288215
0.4586733797,106.9173609947
0.2071676840,106.9185398395
0.2119789859,106.9196946713
0.1224804049,106.9207170613
0.4884172725,106.9215529828
0.4810615479,106.9225406533
0.6059962201,106.9233634857
0.6179837355,106.9242370409
0.7950707893,106.9262066883
0.7158208794,106.9269586340
0.4859507781,106.9280588510
0.5012953816,106.9288939187
0.4018606654,106.9300953715
0.2658524466,106.9306431389
0.6141597699,106.9319009278
-0.0873717228,106.9336625007
-0.0162823556,106.9339877363
0.3792208510,106.9350411765
0.6081922903,106.9358412196
0.0323206586,106.9368166994
-1.8689895250,106.9380154333
0.4895533994,106.9382749439
0.5396582791,106.9399327275
0.4729120315,106.9408504396
0.3669037385,106.9414969302
0.7336847061,106.9429342568
0.7882791423,106.9437559452
0.5277605407,106.9447470995
0.4161000546,106.9464301839
0.4915275044,106.9473990422
