# Point Set File Format:
# Settings are specified with #@ prefix followed by name: value
#@name: Zak Leg Angle = PI [σ5]
#@color:#b65dd9
#@skipCriticalLine: false
#@samplingInterval: 1
# Data format: real,index
0.620575099411470,1.227599999999970
0.379424900588530,1.227599999999970
0.500000000000000,1.227564465999580
0.735500171670298,1.227699999999970
0.264499828329702,1.227699999999970
0.810476354972802,1.227799999999970
0.189523645027198,1.227799999999970
0.870599098172725,1.227899999999970
0.129400901827275,1.227899999999970
0.922261815799988,1.227999999999970
0.077738184200012,1.227999999999970
0.968273058374363,1.228099999999970
0.031726941625637,1.228099999999970
1.010164112845240,1.228199999999970
-0.010164112845240,1.228199999999970
1.048879642983110,1.228299999999970
-0.048879642983114,1.228299999999970
1.085050152577950,1.228399999999970
-0.085050152577950,1.228399999999970
1.119122073924370,1.228499999999970
-0.119122073924365,1.228499999999970
1.151424913605870,1.228599999999970
-0.151424913605871,1.228599999999970
1.182209928238180,1.228699999999970
-0.182209928238177,1.228699999999970
1.211674384196830,1.228799999999970
-0.211674384196828,1.228799999999970
1.239975980250170,1.228899999999970
-0.239975980250165,1.228899999999970
1.267243332903540,1.228999999999970
-0.267243332903539,1.228999999999970
1.293583339239520,1.229099999999970
-0.293583339239520,1.229099999999970
1.319085479873280,1.229199999999970
-0.319085479873282,1.229199999999970
1.343825677569070,1.229299999999970
-0.343825677569073,1.229299999999970
1.367869297079250,1.229399999999970
-0.367869297079252,1.229399999999970
1.391272688933990,1.229499999999970
-0.391272688933991,1.229499999999970
1.414085058458640,1.229599999999970
-0.414085058458640,1.229599999999970
1.436349748302940,1.229699999999970
-0.436349748302937,1.229699999999970
1.458104896861570,1.229799999999970
-0.458104896861570,1.229799999999970
1.479384516157500,1.229899999999970
-0.479384516157504,1.229899999999970
1.500219087153180,1.229999999999970
-0.500219087153183,1.229999999999970
1.520635907525980,1.230099999999970
-0.520635907525981,1.230099999999970
1.540659498876740,1.230199999999970
-0.540659498876745,1.230199999999970
1.560312264905260,1.230299999999970
-0.560312264905262,1.230299999999970
1.579614419232760,1.230399999999970
-0.579614419232760,1.230399999999970
1.598584634386690,1.230499999999970
-0.598584634386689,1.230499999999970
1.617239815832460,1.230599999999970
-0.617239815832459,1.230599999999970
1.635595479649250,1.230699999999970
-0.635595479649246,1.230699999999970
1.653665992835730,1.230799999999970
-0.653665992835733,1.230799999999970
1.671464595000110,1.230899999999970
-0.671464595000112,1.230899999999970
