# Point Set File Format:
# Settings are specified with #@ prefix followed by name: value
#@name: intersections
#@color:#ffffff
#@skipCriticalLine: false
#@samplingInterval: 1
# Data format: real,imaginary
0.718595395845018,1.028300000000000
0.281404604154982,1.028300000000000
0.500000000000000,1.028223374652860
0.831915471800848,1.028400000000000
0.168084528199152,1.028400000000000
0.915425320302970,1.028500000000000
0.084574679697030,1.028500000000000
0.984783117022169,1.028600000000000
0.015216882977831,1.028600000000000
1.045414601991840,1.028700000000000
-0.045414601991835,1.028700000000000
1.099971658991360,1.028800000000000
-0.099971658991355,1.028800000000000
1.149985471152160,1.028900000000000
-0.149985471152162,1.028900000000000
1.196435623949300,1.029000000000000
-0.196435623949295,1.029000000000000
1.239993530570680,1.029100000000000
-0.239993530570676,1.029100000000000
1.281143049954580,1.029200000000000
-0.281143049954584,1.029200000000000
1.320246827543570,1.029300000000000
-0.320246827543566,1.029300000000000
1.357584616561470,1.029400000000000
-0.357584616561469,1.029400000000000
1.393378286671480,1.029500000000000
-0.393378286671481,1.029500000000000
1.427806195950040,1.029600000000000
-0.427806195950037,1.029600000000000
1.461015250239720,1.029700000000000
-0.461015250239717,1.029700000000000
1.493127833365610,1.029800000000000
-0.493127833365610,1.029800000000000
1.524247064500260,1.029900000000000
-0.524247064500262,1.029900000000000
1.554460965587120,1.030000000000000
-0.554460965587120,1.030000000000000
1.583844987087340,1.030100000000000
-0.583844987087344,1.030100000000000
1.612465204082820,1.030200000000000
-0.612465204082822,1.030200000000000
1.640378864678110,1.030300000000000
-0.640378864678113,1.030300000000000
1.667636919864700,1.030400000000000
-0.667636919864699,1.030400000000000
1.694284203315250,1.030500000000000
-0.694284203315252,1.030500000000000
1.720360702099770,1.030600000000000
-0.720360702099769,1.030600000000000
1.745902195082680,1.030700000000000
-0.745902195082683,1.030700000000000
1.770941001902290,1.030800000000000
-0.770941001902285,1.030800000000000
1.795506247662400,1.030900000000000
-0.795506247662400,1.030900000000000
1.819624530739690,1.031000000000000
-0.819624530739690,1.031000000000000
1.843319692403860,1.031100000000000
-0.843319692403862,1.031100000000000
1.866614071456230,1.031200000000000
-0.866614071456225,1.031200000000000
1.889527501538400,1.031300000000000
-0.889527501538396,1.031300000000000
1.912078812816430,1.031400000000000
-0.912078812816426,1.031400000000000
1.934284928107730,1.031500000000000
-0.934284928107732,1.031500000000000
1.956161663622450,1.031600000000000
-0.956161663622448,1.031600000000000
1.977723657202560,1.031700000000000
-0.977723657202563,1.031700000000000
1.998984533411110,1.031800000000000
-0.998984533411107,1.031800000000000
2.019956939412570,1.031900000000000
-1.019956939412570,1.031900000000000
2.040652711238520,1.032000000000000
-1.040652711238520,1.032000000000000
2.061082704973060,1.032100000000000
-1.061082704973060,1.032100000000000
2.081257427895540,1.032200000000000
-1.081257427895540,1.032200000000000
2.101186364987180,1.032300000000000
-1.101186364987180,1.032300000000000
2.120878622229950,1.032400000000000
-1.120878622229950,1.032400000000000
2.140342917195280,1.032500000000000
-1.140342917195280,1.032500000000000
2.159586977115590,1.032600000000000
-1.159586977115590,1.032600000000000
2.178618675293890,1.032700000000000
-1.178618675293890,1.032700000000000
2.197444940574070,1.032800000000000
-1.197444940574070,1.032800000000000
2.216072622784660,1.032900000000000
-1.216072622784660,1.032900000000000
2.234508177853730,1.033000000000000
-1.234508177853730,1.033000000000000
2.252757544090090,1.033100000000000
-1.252757544090090,1.033100000000000
2.270826628039540,1.033200000000000
-1.270826628039540,1.033200000000000
2.288720789022350,1.033300000000000
-1.288720789022350,1.033300000000000
2.306445331263700,1.033400000000000
-1.306445331263700,1.033400000000000
2.324005235476710,1.033500000000000
-1.324005235476710,1.033500000000000
2.341405032790800,1.033600000000000
-1.341405032790800,1.033600000000000
2.358649340997400,1.033700000000000
-1.358649340997400,1.033700000000000
2.375742546723860,1.033800000000000
-1.375742546723860,1.033800000000000
2.392688574269410,1.033900000000000
-1.392688574269410,1.033900000000000
2.409491382637310,1.034000000000000
-1.409491382637310,1.034000000000000
2.426154814366450,1.034100000000000
-1.426154814366450,1.034100000000000
2.442682524750890,1.034200000000000
-1.442682524750890,1.034200000000000
2.459077717148160,1.034300000000000
-1.459077717148160,1.034300000000000
2.475343930976170,1.034400000000000
-1.475343930976170,1.034400000000000
2.491484150192450,1.034500000000000
-1.491484150192450,1.034500000000000
2.500000000000000,1.034553072261810
-2.500000000000000,1.034553072261810
0.615892897605112,1.352299999999960
0.384107102394888,1.352299999999960
0.500000000000000,1.352236228466000
0.685603660482325,1.352399999999960
0.314396339517675,1.352399999999960
0.735399268273460,1.352499999999960
0.264600731726540,1.352499999999960
0.776267003758173,1.352599999999960
0.223732996241827,1.352599999999960
0.811738347046469,1.352699999999960
0.188261652953531,1.352699999999960
0.843489325066146,1.352799999999960
0.156510674933854,1.352799999999960
0.872472695516128,1.352899999999960
0.127527304483872,1.352899999999960
0.899291606619954,1.352999999999960
0.100708393380046,1.352999999999960
0.924356869274848,1.353099999999960
0.075643130725152,1.353099999999960
0.947962862194369,1.353199999999960
0.052037137805632,1.353199999999960
0.970329583769566,1.353299999999960
0.029670416230434,1.353299999999960
0.991626231784099,1.353399999999960
0.008373768215901,1.353399999999960
